	Species	Demog Model	Selection Coefficient	Dominance Coefficient	Sweep Start Time	Gene Conversion Ratio	Good Rep %	Fixed %	Partial %	Sweeping mut absent from samp%	Mean Recombinant Pop Freq (fixed)	Fraction Soft in Pop (fixed)	Mean Recombinant Sample Freq (fixed)	Fraction Soft in Sample (fixed)	Mean Recombinant Sample Freq (incomplete)	Mean Rec Sample Freq (all)	SEM Rec Sample Freq (all)	Fraction Soft in Sample (incomplete)	Mean Sweep Freq in Sample (incomplete)
69	HomSap	OutOfAfrica_2T12	0.001	1.0	0.5	50.0	1.0	0.643	0.357	0.0	0.7569103057894737	0.9455676516329704	0.7595867768595042	0.9409020217729394	0.8205953847344217	0.780778547879702	0.010068226435577714	0.9019607843137255	0.7733893557422968
70	HomSap	OutOfAfrica_2T12	0.001	1.0	1.0	0.0	1.0	0.967	0.033	0.0	NA	0.0	NA	0.0	NA	NA	NA	0.0	0.7862121212121211
71	HomSap	OutOfAfrica_2T12	0.001	1.0	1.0	1.0	1.0	0.96	0.04	0.0	0.36113819172000006	0.13020833333333334	0.3776666666666666	0.125	0.21409019192550904	0.3698773107266115	0.03267034157363972	0.15	0.782125
72	HomSap	OutOfAfrica_2T12	0.001	1.0	1.0	10.0	1.0	0.967	0.033	0.0	0.45713562395869195	0.6008273009307136	0.46868606701940035	0.5863495346432265	0.5978480466765645	0.4724459191669548	0.015683656240408708	0.5151515151515151	0.8034848484848485
73	HomSap	OutOfAfrica_2T12	0.001	1.0	1.0	5.0	1.0	0.971	0.029	0.0	0.3844091424107143	0.46138002059732236	0.39729792147806003	0.44593202883625127	0.4397513548890423	0.39844273316554724	0.017037536212251604	0.41379310344827586	0.7925862068965518
74	HomSap	OutOfAfrica_2T12	0.001	1.0	1.0	50.0	1.0	0.97	0.03	0.0	0.792452113038674	0.9329896907216495	0.793364640883978	0.9329896907216495	0.8841186181235389	0.7958042639280521	0.010076896495472651	0.8333333333333334	0.8063333333333332
75	HomSap	OutOfAfrica_2T12	0.01	0.0	0.01	0.0	1.0	0.0	0.527	0.473	NA	NA	NA	NA	NA	NA	NA	0.0	0.00521
76	HomSap	OutOfAfrica_2T12	0.01	0.0	0.01	1.0	1.0	0.0	0.477	0.523	NA	NA	NA	NA	0.5555555555555556	0.5555555555555556	0.24216105241892635	0.006289308176100629	0.004565
77	HomSap	OutOfAfrica_2T12	0.01	0.0	0.01	10.0	1.0	0.0	0.501	0.499	NA	NA	NA	NA	0.5621693121693121	0.5621693121693121	0.1155194407390225	0.017964071856287425	0.004905
78	HomSap	OutOfAfrica_2T12	0.01	0.0	0.01	5.0	1.0	0.0	0.563	0.437	NA	NA	NA	NA	0.5642857142857143	0.5642857142857143	0.1218480150659427	0.012433392539964476	0.00545
79	HomSap	OutOfAfrica_2T12	0.01	0.0	0.01	50.0	1.0	0.0	0.508	0.492	NA	NA	NA	NA	0.6039337474120081	0.6039337474120081	0.03981789401347148	0.13582677165354332	0.00501
80	HomSap	OutOfAfrica_2T12	0.01	0.0	0.05	0.0	1.0	0.025	0.941	0.034	NA	0.0	NA	0.0	NA	NA	NA	0.0	0.5328358974358974
81	HomSap	OutOfAfrica_2T12	0.01	0.0	0.05	1.0	1.0	0.036	0.935	0.029	0.07591554666666668	0.08333333333333333	0.08833333333333333	0.08333333333333333	0.11225385514618394	0.11122868992563321	0.028043515448565814	0.07165775401069518	0.5446369294605808
82	HomSap	OutOfAfrica_2T12	0.01	0.0	0.05	10.0	1.0	0.034	0.94	0.026	0.09815197090909092	0.3235294117647059	0.14714285714285716	0.20588235294117646	0.16793725732287149	0.16762082079839302	0.013342643433215874	0.4819148936170213	0.5497774327122154
83	HomSap	OutOfAfrica_2T12	0.01	0.0	0.05	5.0	1.0	0.028	0.936	0.036	0.055330972	0.17857142857142858	0.052000000000000005	0.17857142857142858	0.10775133733777464	0.106762838448807	0.013148538490303922	0.29594017094017094	0.5131738683127572
84	HomSap	OutOfAfrica_2T12	0.01	0.0	0.05	50.0	1.0	0.034	0.93	0.036	0.25561479964285716	0.8235294117647058	0.2627777777777777	0.7941176470588235	0.332026464915008	0.3298137849709782	0.01162716268408331	0.8795698924731182	0.5189544513457557
85	HomSap	OutOfAfrica_2T12	0.01	0.0	0.1	0.0	1.0	0.154	0.3	0.546	NA	0.0	NA	0.0	NA	NA	NA	0.0	0.125
86	HomSap	OutOfAfrica_2T12	0.01	0.0	0.1	1.0	1.0	0.133	0.334	0.533	0.048171768000000004	0.03759398496240601	0.06375	0.03007518796992481	0.40431865053247823	0.34982766644728175	0.09102921350019302	0.06287425149700598	0.13648788927335637
87	HomSap	OutOfAfrica_2T12	0.01	0.0	0.1	10.0	1.0	0.129	0.363	0.508	0.281705711875	0.24806201550387597	0.297258064516129	0.24031007751937986	0.3110053557157899	0.3086245399214351	0.028398200009519925	0.40771349862258954	0.16563145809414465
88	HomSap	OutOfAfrica_2T12	0.01	0.0	0.1	5.0	1.0	0.138	0.347	0.515	0.3369608755555556	0.13043478260869565	0.40299999999999997	0.10869565217391304	0.3565621432127353	0.3632599110185908	0.04215467382375334	0.2564841498559078	0.16449535962877027
89	HomSap	OutOfAfrica_2T12	0.01	0.0	0.1	50.0	1.0	0.14	0.34	0.52	0.4865871054621849	0.85	0.5014655172413793	0.8285714285714286	0.6837627081191413	0.6296796540479894	0.019568559837271772	0.8088235294117647	0.1458895348837209
90	HomSap	OutOfAfrica_2T12	0.01	0.0	0.5	0.0	1.0	1.0	0.0	0.0	NA	0.0	NA	0.0	NA	NA	NA	NA	NA
91	HomSap	OutOfAfrica_2T12	0.01	0.0	0.5	1.0	1.0	1.0	0.0	0.0	0.1219939329906542	0.107	0.13565656565656564	0.099	NA	0.13565656565656564	0.023752707802179456	NA	NA
92	HomSap	OutOfAfrica_2T12	0.01	0.0	0.5	10.0	1.0	1.0	0.0	0.0	0.20757621575342466	0.657	0.21873996789727124	0.623	NA	0.21873996789727124	0.011654473975671036	NA	NA
93	HomSap	OutOfAfrica_2T12	0.01	0.0	0.5	5.0	1.0	1.0	0.0	0.0	0.18058764296650717	0.418	0.19258312020460358	0.391	NA	0.19258312020460358	0.013580575658130234	NA	NA
94	HomSap	OutOfAfrica_2T12	0.01	0.0	0.5	50.0	1.0	1.0	0.0	0.0	0.5072500664336016	0.994	0.5081969696969697	0.99	NA	0.5081969696969697	0.011235576175883201	NA	NA
95	HomSap	OutOfAfrica_2T12	0.01	0.0	1.0	0.0	1.0	1.0	0.0	0.0	NA	0.0	NA	0.0	NA	NA	NA	NA	NA
96	HomSap	OutOfAfrica_2T12	0.01	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.1437743629245283	0.106	0.1653763440860215	0.093	NA	0.1653763440860215	0.026654381143126737	NA	NA
97	HomSap	OutOfAfrica_2T12	0.01	0.0	1.0	10.0	1.0	1.0	0.0	0.0	0.21003472726153846	0.65	0.22341803278688524	0.61	NA	0.22341803278688524	0.012414898974671186	NA	NA
